headline,date,doc_type,material_type,section,keywords
Scooters vs. People,2019-12-02,article,Op-Ed,,"['Motorcycles, Motor Bikes and Motorscooters', 'Traffic Accidents and Safety', 'Walking', 'Sidewalks', 'Deaths (Fatalities)']"
Artemi Panarin Has Been the Player the Rangers Wanted and Needed,2019-12-01,article,News,,"['Hockey, Ice']"
6 Cookbooks That Double as Guidebooks,2019-12-03,article,News,,"['Cooking and Cookbooks', 'Travel and Vacations']"
Manila Airport Shut as Typhoon Kammuri Hits the Philippines,2019-12-02,article,News,,"['Typhoon Haiyan (2013)', 'Weather', 'Typhoons', 'Evacuations and Evacuees', 'Rain']"
"The New Cold War? It’s With China, and It Has Already Begun",2019-12-02,article,News,,['United States International Relations']
Your Tuesday Briefing,2019-12-02,article,briefing,,[]
We No Longer Expect Privacy. You Can Change That.,2019-12-03,article,Op-Ed,,"['Privacy', 'Data-Mining and Database Marketing', 'Computers and the Internet', 'Search Engines', 'Online Advertising']"
They Ended Up in Decrepit Housing in Newark. Is New York to Blame?,2019-12-03,article,News,,"['Homeless Persons', 'Affordable Housing', 'Suits and Litigation (Civil)']"
Saudi Arabia Embraces Western Sports to Rehabilitate Global Image,2019-12-02,article,News,,"['Athletics and Sports', 'Foreign Investments', 'Human Rights and Human Rights Violations', 'Wrestling', 'Golf', 'Boxing', 'Automobile Racing', ""Women's Rights""]"
Joe Sestak Ends Presidential Campaign,2019-12-01,article,News,,['Presidential Election of 2020']
Are Liberals Against Marriage?,2019-12-03,article,Op-Ed,,"['Social Conditions and Trends', 'Marriages', 'Liberalism (US Politics)', 'Birth Rates', 'Divorce, Separations and Annulments', 'Families and Family Life', 'Conservatism (US Politics)']"
Don’t Give Up on Criminal Justice Reform,2019-12-01,article,Letter,,"['Criminal Justice', 'Bail']"
‘Measure for Measure’ Review: No One Is Innocent on Mardi Gras,2019-12-02,article,Review,,['Theater']
"Quotation of the Day: Battling Thieves, When 90,000 Packages a Day Go Missing",2019-12-03,article,Quote,,[]
London Bridge Attack Victims Were Advocates for Prisoner Rehabilitation,2019-12-02,article,News,,"['Ex-Convicts', 'Terrorism', 'Murders, Attempted Murders and Homicides', 'Sentences (Criminal)', 'Probation and Parole']"
"How to Steal A.T.M.s: Two Guys, a Crowbar and ‘Brute Force’",2019-12-02,article,News,,"['Automated Teller Machines', 'Robberies and Thefts']"
Fashion Awards: The Night by the Numbers,2019-12-03,article,News,,"['Fashion and Apparel', 'Models (Professional)', 'Awards, Decorations and Honors', 'your-feed-fashion']"
"These Reporters Rely on Public Data, Rather Than Secret Sources",2019-12-01,article,News,,"['News and News Media', 'News Sources, Confidential Status of', 'Social Media', 'Video Recordings, Downloads and Streaming', 'Documentary Films and Programs', 'Malaysia Airlines Flight 17']"
Reflections on the Impeachment Inquiry,2019-12-03,article,Letter,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
"Dead Whale, 220 Pounds of Debris Inside, Is a ‘Grim Reminder’ of Ocean Trash",2019-12-02,article,News,,"['Whales and Whaling', 'Water Pollution', 'Fish and Other Marine Life']"
Why Are These Foxes Tame? Maybe They Weren’t So Wild to Begin With,2019-12-03,article,News,,"['Animal Cognition', 'Foxes', 'Genetics and Heredity']"
China Hits Back at U.S. Over Hong Kong Bill in a Mostly Symbolic Move,2019-12-02,article,News,,"['Hong Kong Protests (2019)', 'Politics and Government', 'Demonstrations, Protests and Riots', 'Embargoes and Sanctions']"
He Gave Thanks for His 2 Dads. His Teacher Condemned Gay Couples.,2019-12-02,article,News,,"['Teachers and School Employees', 'Education (K-12)', 'Homosexuality and Bisexuality', 'Discrimination']"
A Not-So-Cold Case in Not-So-Frigid Iceland,2019-12-03,article,Review,,['Books and Literature']
Activist’s Case Hints at What Changes and What Stays the Same in Cuba,2019-12-02,article,News,,"['Political Prisoners', 'Human Rights and Human Rights Violations']"
Brian Doyle Noticed the Little Things. His Book Reminds Us We Should Too.,2019-12-03,article,Review,,['Books and Literature']
Rob Gronkowski Will Not Return for Patriots’ Playoff Run,2019-12-02,article,News,,['Football']
The Unending Indignities of Alzheimer’s,2019-12-01,article,Op-Ed,,"['Health Insurance and Managed Care', 'Families and Family Life', 'Nursing Homes', 'Elderly', ""ALZHEIMER'S DISEASE"", 'Medicaid']"
"Robert K. Massie, Narrator of Russian History, Is Dead at 90",2019-12-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Writing and Writers']"
"Rain, Then the First Snow of the Season in the New York Area",2019-12-02,article,briefing,,"['Snow and Snowstorms', 'Commuting']"
A Win for Gerrymandering,2019-12-03,article,Op-Ed,,"['Redistricting and Reapportionment', 'Elections, House of Representatives', 'United States Politics and Government', 'Voting and Voters']"
What’s on TV Monday: ‘Making It’ and ‘Diamantino’,2019-12-02,article,News,,"['Television', 'Movies']"
The Turner Prize Goes to … All 4 Shortlisted Artists,2019-12-03,article,News,,"['Art', 'Turner Prize', 'Awards, Decorations and Honors']"
Trump Expands the Trade Wars,2019-12-03,article,News,,"['Politics and Government', 'Economic Conditions and Trends', 'International Trade and World Market']"
Prince Andrew’s Accuser Takes Her Case to the BBC,2019-12-03,article,News,,"['Royal Families', 'Sex Crimes', 'Prostitution', 'Child Abuse and Neglect']"
Quotation of the Day: A New Rangers Star Adores Dogs. He’s Not Nearly as Nice to Goaltenders,2019-12-02,article,Quote,,[]
Where Harris Went Wrong,2019-12-03,article,News,,"['Presidential Election of 2020', 'Political Advertising']"
Word + Quiz: stentorian,2019-12-03,article,News,,[]
Barr Is Said to Doubt Inspector General’s Finding on Russia Inquiry,2019-12-03,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government', 'Presidential Election of 2016', 'Attorneys General', 'Inspectors General', 'Special Prosecutors (Independent Counsel)']"
A Tour of the Japanese Table at Chikarashi Isso in the Financial District,2019-12-03,article,News,,['Restaurants']
"Mariss Jansons, Who Led Top Orchestras, Dies at 76",2019-12-02,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Classical Music']"
How Chinese Sci-Fi Conquered America,2019-12-03,article,News,,"['Science Fiction', 'Writing and Writers', 'Books and Literature', 'Translation and Interpreters']"
Recent Commercial Real Estate Transactions,2019-12-03,article,News,,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
‘Barber Shop Chronicles’ Gives Black Men Control of Their Story,2019-12-02,article,News,,['Theater']
"Courtney Bass, Daniel Sherizen",2019-12-01,article,News,,['Weddings and Engagements']
America’s Red State Death Trip,2019-12-02,article,Op-Ed,,"['United States Politics and Government', 'Longevity']"
How Life on Our Planet Made It Through Snowball Earth,2019-12-02,article,News,,"['Ice Age', 'Oxygen', 'Steel and Iron', 'Geology', 'Earth', 'Endangered and Extinct Species', 'your-feed-science']"
"As Troubles Grow, Mexicans Keep the Faith With Their President",2019-12-01,article,News,,"['Politics and Government', 'Economic Conditions and Trends', 'Labor and Jobs', 'Unemployment']"
Best TV Shows of 2019,2019-12-02,article,News,,"['Television', 'Two Thousand Nineteen', 'Web-Original Programming']"
Reduce One’s Standards,2019-12-01,article,News,,['Crossword Puzzles']
"Your Monday Briefing: Malta, Prince Andrew, Northern Ireland",2019-12-02,article,briefing,,[]
Took to One’s Heels,2019-12-03,article,News,,['Crossword Puzzles']
Why the Star of a Big Hollywood Development Is the Sun,2019-12-02,article,briefing,,"['Solar Energy', 'Building (Construction)', 'Real Estate (Commercial)']"
Leonardo DiCaprio Responds to Brazil’s President About Amazon Fires,2019-12-01,article,News,,"['Social Media', 'Environment', 'Fires and Firefighters', 'Global Warming', 'Computers and the Internet']"
Measles Outbreak Leads to Shutdown of Public Services in Samoa,2019-12-03,article,News,,"['Measles', 'Epidemics', 'Vaccination and Immunization']"
Bollywood and the Politics of Meat,2019-12-03,article,Op-Ed,,"['Movies', 'Vegetarianism', 'Lynching', 'Caste Systems', 'Discrimination']"
Trump’s Lawyers Won’t Participate in Impeachment Hearing on Wednesday,2019-12-02,article,News,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']"
A Meal Caught in Time,2019-12-02,article,News,,"['Cooking and Cookbooks', 'Museums']"
Jack Merritt Died in the London Bridge Attack. Don’t Forget What He Stood For.,2019-12-01,article,Op-Ed,,"['Prisons and Prisoners', 'Criminal Justice', 'Terrorism']"
What to Cook This Week,2019-12-01,article,News,,[]
"Nami Nori Gets Hand Rolls Right, and Other Details Too",2019-12-03,article,Review,,"['Restaurants', 'Sushi', 'Japanese Food (Cuisine)']"
White House Lifts Mysterious Hold on Military Aid to Lebanon,2019-12-03,article,News,,"['Foreign Aid', 'Defense and Military Forces', 'United States Politics and Government', 'United States International Relations']"
She Finished High School Early. College Tuition Could Hold Her Back.,2019-12-03,article,News,,[]
"With Brutal Crackdown, Iran Is Convulsed by Worst Unrest in 40 Years",2019-12-01,article,News,,"['Demonstrations, Protests and Riots', 'Embargoes and Sanctions', 'Deaths (Fatalities)', 'Human Rights and Human Rights Violations']"
"Iran Used Firearms in Deadly Crackdown on Protesters, Officials Admit",2019-12-03,article,News,,"['Politics and Government', 'Demonstrations, Protests and Riots', 'Deaths (Fatalities)', 'Oil (Petroleum) and Gasoline']"
Perspective: India’s Deepika Padukone on Why She Took Her Battle With Depression Public,2019-12-03,article,News,,"['Mental Health and Disorders', 'Depression (Mental)', 'ACTORS AND ACTRESSES']"
Melania Trump Reveals Christmas Décor but Stays Hidden,2019-12-02,article,News,,"['Christmas', 'White House Building (Washington, DC)', 'First Ladies (US)', 'Christmas Trees', 'Fashion and Apparel', 'your-feed-fashion']"
"Fire Blight Spreads Northward, Threatening Apple Orchards",2019-12-02,article,News,,"['APPLES', 'Trees and Shrubs', 'Genetics and Heredity', 'Flowers and Plants', 'ANTIBIOTICS', 'Bacteria', 'Agriculture and Farming', 'your-feed-science']"
"Lindsey Puliti, Gregory Kay",2019-12-01,article,News,,['Weddings and Engagements']
"NATO, Tariffs, Cyber Monday: Your Monday Evening Briefing",2019-12-02,article,briefing,,[]
"David Boies, a Star Lawyer, Faces Fresh Questions Over Ethics",2019-12-02,article,News,,['Ethics and Official Misconduct']
"Steelers Cling to Playoff Hopes, the Browns to the Idea of a Rivalry",2019-12-01,article,News,,['Football']
A Journalist’s Murder in Malta Puts Democracy on Trial,2019-12-02,article,Editorial,,"['Assassinations and Attempted Assassinations', 'Panama Papers', 'Corruption (Institutional)', 'Tax Shelters', 'Freedom of the Press']"
What Happens if Roe Is Overturned? Answers to 7 Questions on the Battle Over Abortion,2019-12-03,article,News,,"['Birth Control and Family Planning', 'ABORTION', 'United States Politics and Government', 'Roe v Wade (Supreme Court Decision)']"
Her Fans Want to Walk in Her Shoes,2019-12-03,article,News,,"['Shoes and Boots', 'Fashion and Apparel', 'Shopping and Retail']"
These Are the Best Baking Cookbooks of 2019,2019-12-03,article,News,,"['Cooking and Cookbooks', 'Bakeries and Baked Products', 'Cakes', 'Two Thousand Nineteen']"
Could I Be My Own Soul Mate?,2019-12-02,article,Op-Ed,,"['Social Conditions and Trends', 'Marriages', 'Dating and Relationships', 'Philosophy']"
Map Quests,2019-12-02,article,News,,"['Geography', 'Maps']"
"After Years of False Starts, Geffen Hall Is Being Rebuilt. Really.",2019-12-02,article,News,,"['Restoration and Renovation', 'Building (Construction)', 'Classical Music', 'ARCHITECTURE']"
"Life Inside the DMZ? Scary, but There’s 5G and a Great School",2019-12-02,article,News,,"['Politics and Government', 'Defense and Military Forces', 'Taxation', '5G (Wireless Communications)']"
"Michael Howard, Eminent British Military Historian, Dies at 97",2019-12-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Defense and Military Forces']"
The Beauty Myth for Boys,2019-12-03,article,News,,"['Men and Boys', 'Beauty (Concept)', 'Parenting', 'Testosterone', 'Children and Childhood']"
$4.75 Million Homes in California,2019-12-02,article,News,,['Real Estate and Housing (Residential)']
"What Makes a Church? A Tiny, Leafy Forest",2019-12-03,article,Op-Ed,,"['Forests and Forestry', 'Christians and Christianity', 'Churches (Buildings)', 'Conservation of Resources']"
"China Is Aiming to ‘Break’ Detained Australian Writer, Lawyers Say",2019-12-01,article,News,,"['Politics and Government', 'Political Prisoners', 'Espionage and Intelligence Services']"
An Argument That Lyndon Johnson’s Great Society Wasn’t So Great,2019-12-03,article,Review,,"['Books and Literature', 'Poverty', 'Nineteen Hundred Sixties', 'Welfare (US)']"
"Celebrating New Year’s, Offspring in Tow",2019-12-02,article,News,,"['New Year', 'Parties (Social)', 'Children and Childhood', 'Travel and Vacations', 'Parenting', 'AMUSEMENT AND THEME PARKS', 'Hotels and Travel Lodgings']"
Jimmy Carter Back in the Hospital,2019-12-02,article,News,,"['United States Politics and Government', 'Presidents and Presidency (US)']"
College Basketball: Who Gets the Spotlight This Week?,2019-12-02,article,News,,['Basketball (College)']
A Newcomer to Christmas Creates a Very Old Eggnog,2019-12-02,article,News,,"['Christmas', 'Eggnog', 'Holidays and Special Occasions', 'Cocktails and Mixed Drinks']"
Leader of L.A.’s Homelessness Agency to Resign,2019-12-03,article,briefing,,[]
Why Stress When You Can See a Wedding Therapist?,2019-12-03,article,News,,"['Mental Health and Disorders', 'Anxiety and Stress', 'Marriages']"
‘My Children Often Call Me Old-Fashioned. I Prefer Traditional.’,2019-12-01,article,News,,[]
Let Us Now Praise Mike Nichols,2019-12-03,article,Review,,"['Books and Literature', 'Movies']"
Trump Misquotes Ukrainian President in Latest Impeachment Defense,2019-12-02,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
‘Annihilation’ Author Jeff VanderMeer Delivers Fresh Horrors,2019-12-03,article,Review,,['Books and Literature']
‘Incredible Story of Survival’: Woman Rescued After 12 Days in Outback,2019-12-02,article,News,,"['Missing Persons', 'Rescues']"
N.Y.C. Weather: How Much Did It Snow?,2019-12-03,article,briefing,,"['Snow and Snowstorms', 'Delays (Transportation)', 'Maps', 'Transit Systems', 'Weather', 'AIRPORTS', 'Subways', 'Roads and Traffic']"
Hong Kong Police Fire Tear Gas as Protesters Return in Force,2019-12-01,article,News,,"['Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)', 'Politics and Government', 'Elections']"
"The Year 2019, as Seen by Five Artists",2019-12-03,article,News,,['Art']
Ravens Outlast 49ers With a Strong Finishing Kick,2019-12-02,article,News,,['Football']
You Should Start Practicing New Year’s Resolutions Now,2019-12-02,article,News,,"['New Year', 'Exercise', 'Psychology and Psychologists']"
"To Make Sense of Lebanon’s Protests, Follow the Garbage",2019-12-03,article,News,,"['Waste Materials and Disposal', 'Demonstrations, Protests and Riots', 'Government Contracts and Procurement', 'Politics and Government', 'Corruption (Institutional)', 'Foreign Aid']"
